transaction_id,transaction_date,transaction_status,transaction_method,order_id
3bfa9d79-c381-409b-aaaf-988280a73871,11/12/2023,completed,Google Pay,feeaba5e-c160-48d8-8a6f-8b1164dcb734
e79ab761-6986-4389-82c7-6d11f038fd52,4/23/2023,failed,PayPal,5b0f6d58-1669-49e0-8fdb-0e0e28c672b0
df945a58-ba6d-409e-a700-8602883481e2,7/10/2023,cancelled,credit card,b48b2d6f-9360-4731-9278-69d65923c47d
c14712f1-628d-45b9-ab16-a43ba3e0f067,12/7/2023,pending,Apple Pay,212ddc32-7e0e-45d8-b555-f3f42557d8b5
a844fc7d-722e-41ad-b05f-cc04cbfc4d1f,8/11/2023,in progress,debit card,1b012f4c-72a2-46f9-8748-87506a78bd6b
225681ed-5771-4123-900d-7e84e1cd803f,1/2/2024,pending,Google Pay,d7898d60-a393-4528-9dde-77a07065b49e
fa77ee43-e52e-461e-8f34-86349481d0cc,5/22/2023,in progress,debit card,e14cecf5-7620-4a21-b00a-1121805e0366
2d1c6084-3a72-48ee-b8cb-274794aa8605,12/6/2023,cancelled,Apple Pay,b457b8c5-78f8-4635-b10f-b7ef2d7e55f5
596bee05-5820-4ef3-833e-0c6d37a18f9d,3/11/2023,cancelled,PayPal,3b6745da-2e55-4163-acb7-c75412f03fe9
69a1a0ac-c45b-4e2d-a435-6de0d974b4a2,6/29/2023,failed,credit card,6c4db882-1dd6-4e84-8101-e1077a840199
833d7c0d-8afb-4671-92d0-6dc360da46e0,3/7/2023,pending,credit card,e91cc107-657f-47d4-9ea0-806e33fa5c11
dcbe2896-8a1e-48b0-b1d8-415065f5e68a,10/10/2023,failed,Venmo,66f13c9e-d81c-49e9-923c-38b155c1683b
a89e782a-12f5-4d1a-8f14-780e7e0cba50,4/21/2023,failed,PayPal,5658ddd9-6fb2-4466-b730-df3f493616c8
1fc61351-6514-4553-94b3-7f1d2592872e,11/15/2023,in progress,debit card,26ab107a-d5e2-417c-91ff-0f1f0f2f64af
220fcedf-21a7-4d71-8591-07e87ea807f9,10/13/2023,pending,debit card,94ef21fc-55ea-409e-8c4b-8fd8f7b57152
69772b2b-80f9-4f16-878a-92b2aec2e962,9/6/2023,failed,Google Pay,1ba3f77b-4700-4c55-992f-f0c6551f755a
d5f76961-1a18-44b9-beaf-72ea39e1b609,7/3/2023,completed,Venmo,d9f5ff7b-4956-4b49-bba0-13d659d60764
962f3783-32b6-454e-8f3e-9c10618acea2,1/31/2024,completed,Venmo,12939a20-358c-44ec-becb-ad7f910fb863
f86be706-f353-48af-9476-801c73ac083d,7/27/2023,cancelled,Venmo,29e9c860-48df-40ae-bbd2-defafe43f40b
5671d1d8-82c9-4940-b569-761431bdc69a,11/22/2023,failed,debit card,30a46ac9-d82a-433e-90db-02d7ad4fffcc
0b48c1d9-9602-45af-9c8a-7f0a4828759d,5/5/2023,cancelled,PayPal,7d5077be-0db8-4181-86e0-ce37ef02e65a
f7fb178d-5ca1-4dd2-b07b-47758d72f073,9/17/2023,failed,credit card,048173f8-8ba1-4f11-ad82-4a887a4677fb
f443e35a-e8be-4694-abfa-c62cb7b6d11c,2/25/2024,completed,PayPal,754bfff9-261d-4029-8343-ccef21fa40db
cc15eaa6-2977-4cdf-97fe-9a018440e3ef,9/29/2023,completed,PayPal,1e74a4b1-4268-4c98-82ae-f82d74dc94aa
c6ed9ebd-980c-4b17-9fad-5b47ee642ffa,8/20/2023,in progress,PayPal,632c316c-c667-412d-925b-bc81ff826c7c
e8810fea-a4bd-4e4e-b4bd-ef1767765956,2/19/2024,completed,Apple Pay,7d81584f-d030-4074-b06f-f5563b49bc5d
dd90cd8d-59b9-4b17-9f1e-cd82263ba0d7,12/6/2023,cancelled,PayPal,67b7e9df-f4cf-4e11-8b5d-ce1d6f6f3eb8
21b0cf51-deb2-4da7-90b1-af68a35b9e67,7/3/2023,completed,credit card,1258ba01-491c-41c9-ad6f-8985bcfb80e6
6265b8f6-256c-48d4-b642-5f56224d7946,2/28/2023,cancelled,PayPal,579f58ac-e460-4b9f-9db5-ec706c87d7f1
c1e89e05-a84a-4737-9f19-a64f4a9acd83,11/17/2023,cancelled,Venmo,728dd61a-4f58-46b0-a634-9ae7d4ff1c37
54a5a419-0099-4c75-9bd3-4bd144e7f7a5,10/25/2023,failed,debit card,404a857a-e1ae-4341-9cc5-df0ab929e6c8
3eca6a16-aa0d-464d-9270-81c62f2e8452,11/19/2023,failed,Apple Pay,4293e789-1940-4139-b3b8-34c6c2aa59cd
f2960cbc-721b-4517-a045-ee21f088101b,3/5/2023,failed,Apple Pay,d6eee2ff-d4c5-47fa-b3ca-379ed394a954
0b04ee5d-af5a-41a8-971d-9eac0fdc8774,2/6/2024,failed,debit card,7cfb751e-0eaf-46d0-96e5-1460697417ff
da3cc888-aaf0-4351-95d9-677d2386facb,4/14/2023,cancelled,debit card,1e0c7d1c-b835-4023-be84-280f47d0421e
cc75b763-1370-46fa-80e8-995e4e2ace84,11/27/2023,in progress,Venmo,7c3e08de-f9e5-4691-abad-1af10a515a89
7644b4a9-8a3d-4ea6-8125-bc74c0b04128,3/29/2023,completed,Google Pay,90815f98-c3f0-40c2-abc6-a1ec699281b3
50a90142-b353-4714-a794-1a689a9407a1,5/28/2023,in progress,Venmo,0b21b4e1-46bc-41e2-8e06-63328517fffc
cede0f2b-b2a4-459b-a486-28b1969d560c,12/23/2023,cancelled,credit card,bd9e9353-0f98-4f66-9a60-5dc974b5826b
cd6b9811-86cb-454a-94c0-790826f3a3e3,3/27/2023,failed,debit card,40138ed6-3cac-4d6d-af24-8f072ea7633d
76af091a-571e-4a2b-9937-3f8f1acfa6c4,6/25/2023,cancelled,debit card,0dde4c19-fb4f-4f4f-b3c3-42c5151d6180
8d978774-18b7-4a6b-9b18-23e7ec366680,10/23/2023,pending,Venmo,b10c3ce4-8831-4a0c-9a6b-e98696fd625f
c7cbe0c5-8cbd-408a-b1b2-3b68a4826070,8/31/2023,failed,Venmo,302a9db4-8cb8-4df8-a2d5-624fe6fdb8ef
93e5bbe3-a9d0-4166-9a36-31261005d674,11/26/2023,in progress,PayPal,b428b469-f18d-4ade-80f5-0edf7328bb57
7da10afb-9421-4a09-86e8-bec47028aa5d,3/17/2023,completed,Google Pay,704f3a2e-e0d0-4c08-98ac-a48158502555
26c73128-d2a5-4330-afc3-249b96a7b7e5,3/26/2023,failed,Google Pay,cda03292-564e-423a-b45d-4a347986d135
be3d07f2-e6bb-4e10-88e8-978f76f072bf,9/6/2023,pending,Apple Pay,15e7d5cc-049c-436f-b40b-1e69c7b60b65
7928bf8f-187a-4b2a-a0fb-f4299e60c4b3,7/17/2023,in progress,credit card,e5a28fbb-9fb9-4e01-b551-3edca8007108
c74df431-d5bb-4cc6-a9a5-dabbd99b4610,8/6/2023,in progress,PayPal,65aeb37b-bf13-4cbb-911e-0d6063dcf85c
4d3bacc1-4918-4573-bdff-0e279af67927,3/15/2023,completed,Apple Pay,f04bdd09-5461-4535-9213-1d320d47c213
ab67cfab-f48a-4cff-b063-cf32c4c3e446,5/27/2023,cancelled,PayPal,a63c6b02-955b-4f7b-9978-d9b93ba82cb5
82bd4e36-d382-4ac6-b2a4-315bf8f6ae59,7/24/2023,cancelled,debit card,bee235af-69d1-4b45-ab50-38fb793aaaea
26af88fa-d053-496d-8b1a-a2daadba69ee,10/5/2023,pending,PayPal,c41ce279-3dfc-44c7-a440-4f7cfd8f19c8
e50b0f6f-e107-4bef-b9c8-48b472366183,4/13/2023,cancelled,credit card,9924e82b-d274-4ee7-b072-db67547b4693
ce7175df-d230-491f-b5f3-b5a0241bbce2,6/11/2023,cancelled,debit card,03718afe-c1bb-4b2b-a4cc-837087a6bf6d
5974559c-d59e-4cb8-8f82-e00079f99f4a,7/6/2023,completed,Venmo,8e6e6a27-271e-4ee4-a289-4453d5e66ba4
b7973367-ca13-4102-b440-ae5168ea0e76,12/20/2023,pending,debit card,d19a0905-a23e-443a-9962-a07efd0b780f
db53dbcc-d882-4d2e-be73-b417c77ae74c,4/26/2023,cancelled,PayPal,d7e354fd-8e2b-4677-8b49-63aecbe4bdbf
6a018961-bc30-42d5-b9ba-f7c2f67b98e3,6/21/2023,completed,credit card,143193a7-14ed-47e9-85c3-5d32fa0a4cde
5fed0b80-4efd-43b1-aa9b-0391b57d10ec,4/22/2023,completed,Google Pay,251d7b7d-7fd6-415d-8c40-96e6575dac98
c2a85821-bc82-4c4e-ad84-198112880247,2/20/2024,cancelled,Venmo,8812a537-a1de-4c61-8501-0515ae8e9a6b
5c21d8e0-3e61-49ba-9771-db35abd337a6,10/18/2023,cancelled,PayPal,b06c90c2-9d63-43a0-b626-5182cbc8fd46
a043f231-4b5f-4c87-a16d-176898e4423f,8/29/2023,cancelled,debit card,92edb890-5e0a-45d9-9637-560d416b205c
bb0bf844-a859-43bd-ad4d-20d8a99d8cba,7/20/2023,failed,Venmo,f4426265-0afa-4852-9172-5c77996477bf
52ccdb78-f9d6-4d49-9d21-ab035633abe7,2/28/2023,completed,credit card,665c0b45-46b4-43bf-a782-adda0f0d9b32
14d3eeaf-ad14-4d08-815b-bc929373219d,10/31/2023,failed,debit card,c41f9f28-e016-4083-826c-ed5cc378988e
7dd6b5e1-2ea9-4148-9590-0b7a70989c96,9/1/2023,cancelled,Venmo,db71abc1-4eb6-487b-b242-d53b2fe8063d
67a5215c-51fe-4c22-b354-d7631d96172c,3/26/2023,in progress,PayPal,cf5535d4-7bef-4322-adaf-15e7f9dc1d2b
3c087564-1e70-4d45-84a2-153ec9b5d1c7,6/27/2023,cancelled,PayPal,267a8e6c-a560-4059-9fe7-4288b9fd8df5
e2f02b14-fc8f-4e8d-97b3-eca5a985bc0e,1/17/2024,cancelled,debit card,6c85bf96-4d70-42e7-b5c2-07d8a5c27118
99890309-b616-47bd-b072-a8e1a8c9dfe7,3/26/2023,failed,Venmo,525e8731-42cd-4ea5-ba7e-565bc4c67a28
af50ceee-8897-481f-804d-18d75981ba4f,9/19/2023,in progress,PayPal,bf1e981e-ef57-49af-b060-9e24fccc6b49
9bb47cf5-76f6-4723-8c01-9fbc50294243,10/4/2023,completed,debit card,22f4d1e5-8a3a-432d-b824-ed63aa38f7dd
2ddfcdd6-7272-4461-ab42-3601b7cf4585,2/28/2023,cancelled,Google Pay,5c0bb2bd-bb51-4885-bc96-8b4767cb85fc
d426d418-7a98-4324-989b-89ff2b8e5ce7,1/29/2024,in progress,Apple Pay,0634694e-ef27-45c9-abe6-ca44e1eec41f
2a4cb60b-0175-4359-938c-05645a62feb0,4/7/2023,completed,credit card,7936fcbf-e133-4175-aa86-18e4acb76acc
d4c68546-bf06-4433-bc8d-0984d116dfa9,8/10/2023,cancelled,Google Pay,e6c1ff93-cea0-4ae9-8602-9a704a9b5061
ce9dfb31-fe98-47ea-bbe7-d7d3e690d9c2,3/24/2023,in progress,Venmo,66f4d310-ed4b-4c86-9f33-88c4adc0e4eb
32235d1f-f7e4-40fe-a502-a29de1c2d462,10/4/2023,failed,credit card,ecf3b076-8ffe-45fe-afb0-466025eb6655
4906cec0-bf90-40a4-b962-e14a60dd33a7,4/28/2023,cancelled,PayPal,e6504485-4c38-47b7-a21a-b4419d5aef76
3e6d2a68-7c78-4a0a-a7d2-fdfefc1d1b1f,7/15/2023,cancelled,Venmo,07b095b4-054d-47ea-b7a8-6f83550031b1
0ba7283f-3d83-460e-93dc-617195ad5115,4/6/2023,in progress,Google Pay,cb73a2cc-bb56-48c4-868e-95235d40875f
3ba001a0-0ee1-4223-aceb-c728a44316ea,8/4/2023,cancelled,debit card,044d5dba-3967-4dd5-8f7f-0fb67f5518a2
89ce6bae-a459-490d-bce9-32978f010b04,12/15/2023,failed,debit card,19179efe-26fd-497a-9d67-6524c302fb8c
e7e4ddd1-1f58-4707-a4c2-0ebd7ab05ff2,4/25/2023,cancelled,credit card,06adc403-a101-4543-8a2e-238db94d961e
c8a2dad9-3096-437c-85ce-be90da76d718,2/26/2024,cancelled,credit card,5ab938e7-fb45-42b3-86b2-773a9b6c3876
aa37c5ea-4dc8-429a-b392-d0b177b0b89a,8/19/2023,in progress,debit card,b9c895ae-6c2a-4553-9e1a-92dec3aff3f7
ead3ca27-9128-4cf5-a55d-e338465199a1,4/14/2023,pending,Google Pay,87a20c1f-f3b7-4301-864d-5d2257319aa9
0530b0b6-0e78-4ace-9d2e-21d53de82993,6/10/2023,failed,debit card,72c4e818-8da3-4b90-ada8-6bf231f4ad4d
1517cc56-fdf0-46d7-8083-6bb4358352c5,7/12/2023,failed,Apple Pay,c5f43655-1256-4d84-a4e3-3b74ee87ab57
8a7b908f-8502-4e17-96ee-b4b1d55be956,12/15/2023,cancelled,debit card,7af0f4ff-b3f0-49d2-a836-98cc3d35efc6
f3f1e588-b175-4d7e-8c85-aadd4b3495e1,1/27/2024,pending,debit card,43d556d0-352d-43f4-a12e-4b57acce665a
916ed35d-5d7a-4c58-8fea-0767559b7d1c,1/27/2024,completed,credit card,54af6213-081b-4619-abfb-10aa0337a203
168dc1c8-3f06-45bd-9ebd-6bf406190ca8,5/15/2023,completed,Apple Pay,ae55a155-a0c9-45d1-b38f-7b93b7b0c5e1
9bacaa3b-b98a-41d2-8cbe-843c6e11429d,7/13/2023,in progress,PayPal,69a80957-75ae-4ac2-a124-364bed3ea536
768f729b-691d-45be-ada7-5fd4760b26f4,2/16/2024,in progress,Apple Pay,c30165c5-6158-475d-88a1-698a5df49365
ffc44d76-6a83-4d06-8fdf-b87ae1218984,11/21/2023,cancelled,PayPal,cd043614-802e-4a07-9afd-1bc2fe95ec6a
a0dd1f00-e953-453e-bb25-60e05d933781,11/4/2023,completed,credit card,6a2f09d1-a060-419c-b866-9bfb824fee84
48c34bed-f613-48b2-9afa-90627f5ecb0f,11/24/2023,in progress,Google Pay,4f440ea1-49e0-41b5-8aba-47a020de9ae6
d544b06f-dde2-45ed-81f1-c7390c244b2e,9/8/2023,failed,PayPal,5c140a72-6867-4cb1-bd79-54e413d9a229
5ec7e47b-ace3-4449-a7ed-de4bf4e269cd,2/13/2024,cancelled,credit card,a335c67a-45db-4a5a-a2b8-4009c139e48f
8b6ade85-ca23-4825-bbed-ff5ae4f0bfe9,5/1/2023,completed,debit card,7b7f5e4b-3deb-408c-83ce-ae9a24252a8d
a924ba0a-c1b8-4d37-be01-309143810141,2/13/2024,cancelled,credit card,37140132-55e4-44cc-afee-315f5e503a6c
b06cb7a0-3987-46ca-a918-c068647978fa,6/22/2023,in progress,Venmo,c5e4c519-050d-4054-8d7c-f0cf113c8003
38fea8dd-9b92-4bf9-8f5b-11d37b0403c3,9/13/2023,in progress,Venmo,9822e15e-dd3d-4fab-a44e-b6f4210fb893
b36cd1de-86fd-4b2e-af0e-e3c63c673bbd,9/17/2023,completed,debit card,82d04a5b-3f99-4f42-be2e-f7d962bf51eb
bb192f76-c1b4-477e-ba0e-f8e3d66cd7f0,7/31/2023,pending,credit card,22b0cd09-e117-4b90-8925-bc02c6c496fa
172f6e4c-189d-455e-ad4f-826ac37c4b28,11/1/2023,completed,PayPal,2ad98fd6-b684-46d9-a08d-dc07a3a7c880
db0530ef-958a-4d43-a380-1340c1cc5953,5/15/2023,cancelled,PayPal,8427bf66-0e0a-47ba-bbf5-8932658de6f0
60e0a6a0-4726-4808-918f-991a2e24d8bf,5/4/2023,cancelled,Google Pay,154196fb-f9fa-4d6a-b9e1-09ebbfc2cfc6
0a4ab1d9-083f-45d2-9ee0-d9dd8b9d0a09,10/5/2023,completed,credit card,7f47979c-ba36-42fa-ad4e-201e46e61183
399dda0e-8d4b-4af9-8f8b-0bcc9cb76233,5/13/2023,cancelled,credit card,86dff88b-664a-4506-813a-0432db070002
82345eb2-a727-42ab-983f-c8c09bc7fc8d,9/18/2023,pending,Google Pay,f0329fb7-5427-4bc4-bb1b-a0a88ac8f2ce
6788cd5a-7041-48bd-afa2-2666c41d6fd9,1/22/2024,pending,debit card,bdb205ae-48bc-42a2-b763-d011a6ca6423
4c175484-462b-4907-8c7c-182fcbc78595,1/28/2024,cancelled,Venmo,8e0b4bd1-4993-411a-ad7f-7090645bfe54
03167d56-0665-4036-a84f-4f917808514b,7/26/2023,pending,debit card,69fe2066-44d1-4f3a-8751-4ae8ee659106
5ed66947-65ec-4dd1-a0e6-68572037a36e,12/14/2023,pending,Google Pay,6db37062-08de-4384-a2f9-edebc63ce60e
1f025247-782b-4e74-9932-904b6adde2b8,9/3/2023,in progress,credit card,7e1c33b6-9a60-40d5-9269-af258ec5aeb3
43c26d40-a6f6-4c71-85e8-aa52a9e7f351,10/20/2023,failed,Google Pay,176cd5c6-f445-44f8-9545-a95f42e2ea3e
714aeefd-c97d-49ba-afaa-28f4a72ed695,4/29/2023,pending,Apple Pay,6b1ddbc3-2067-4ee1-ae33-4841815504c5
f64be645-54cb-4f5f-9d12-3dfb59d81a8b,6/23/2023,failed,credit card,86383b94-ab1b-446a-b100-ee6aeffaef11
fa0383b2-705c-403a-8419-e47f3298cd1c,8/23/2023,cancelled,Google Pay,c250f151-4b9d-42da-b3c5-3263d9264570
65a36b2a-968f-49e4-9b18-e1a37c2125b2,11/23/2023,failed,debit card,31146ac6-a8be-4911-b340-2ff027f4fb2a
857f8c66-606e-4d38-8901-d40e332c0b1b,6/2/2023,cancelled,PayPal,07de224d-997a-43d3-8c69-1ea17d220b95
83d6a229-dae3-4377-8e1d-d808c8964c55,12/18/2023,failed,PayPal,86c6d292-2de7-4845-834c-677756ec0f31
ee67794e-f6b2-4fd8-a29c-0fc558e1db6f,4/11/2023,pending,Venmo,092f1da5-82df-4b3b-803a-ef9417f13453
c67a7319-b802-4998-84ef-ce71db86b591,5/31/2023,in progress,Google Pay,b737d891-0688-4753-9930-9a4ef7e851a6
d12a708f-6780-48b4-8760-2dca4b2eee6e,7/24/2023,cancelled,Google Pay,d862d5ca-aefa-41ef-9e30-8399d59ad855
4ac80528-28c9-45fe-a2d0-a2c0a7823800,1/26/2024,failed,debit card,0b621a7c-8b40-42ee-a7ff-460dfbaa8624
9be7ed1f-512a-44a4-b705-91ab47aa4371,8/16/2023,in progress,Venmo,6fc26b69-78cd-4230-a2dc-6433b7444e1b
92f15572-6119-4809-8aee-12f17f00feaa,8/3/2023,failed,debit card,22524a30-bbef-450b-9083-ba1ac147d3cf
5afc6870-f9ff-4556-8bfb-299b9a32b03f,3/24/2023,pending,Apple Pay,24cb7512-6d2b-4723-ba96-c9149056c8cf
2e505d32-9aad-4d45-8afa-491be7cd2d1f,8/29/2023,pending,Venmo,1f148f02-e1f8-4b5e-a07f-40e22ace03e8
a250e238-44b6-4908-8866-fbe9f7403f0a,9/14/2023,completed,credit card,68f1003a-37c3-46ab-ba55-597517ab94bb
fc501a9e-b81a-4cdc-8da1-0f86c293baf6,2/8/2024,cancelled,Google Pay,f955399c-bade-48d9-8f15-61be4ccddffd
8b71a0c8-48a0-49e9-9e27-0f77590084e6,2/2/2024,completed,Venmo,9c933cf9-27f7-4cef-9e4e-3a75416eb88c
0ac24225-b7fc-4238-b35a-d9c385415e31,7/12/2023,completed,credit card,95ef95f5-f8a8-4786-b6df-8684b167a1ed
c8a79fa1-71c0-48ad-a81f-a6ae65017d50,3/8/2023,in progress,PayPal,ef9ad9ef-233b-4785-b2e0-af61ccc660b6
4109c081-bb61-47ba-86eb-9dc086b06c4b,8/5/2023,cancelled,Google Pay,a23b8ad7-b72d-4115-9d23-ffee1e6ee078
dbb0f08e-4f15-442d-9958-0af64967475f,2/22/2024,cancelled,Google Pay,3332fb8f-aa66-469c-bdf1-084f39fb67b4
e0b029d3-7620-4456-8e99-bb93d3f5eef8,7/11/2023,pending,PayPal,704d3657-406b-4ad3-85d3-1b61fe990b1c
041b51b3-7117-4fb3-85c1-d74e5084cea5,12/11/2023,completed,Apple Pay,0c683674-dd4b-4f93-b20a-1e420639a96c
0b62b112-0f2d-4a2a-bc7e-14481ef74b3f,9/26/2023,in progress,PayPal,4d7a92a6-9989-44ee-ad1a-6732207faeb0
7377ceb5-4a5a-4a40-b508-34e55f48419b,1/16/2024,pending,debit card,19f6b889-d1b4-4c0a-8b25-ea82c0c6d274
69eb630e-db6e-4031-93a8-86ec584a774b,3/15/2023,failed,debit card,f3c3eea5-2490-46c7-ab0a-d2a8dcbcada5
f8c14451-34fd-440b-8008-d4c006461df5,1/16/2024,failed,credit card,9d23446f-832b-4f33-b26d-988bea64adc3
1daafd43-529c-4983-b0a2-7b345dda2b4b,12/8/2023,in progress,PayPal,b30a4692-4dc6-41f4-a4aa-c08f5698b38f
67fc25a0-ab07-46f1-97ee-89031e564a08,6/15/2023,cancelled,PayPal,daccead0-3b9c-4f7d-9edc-da31bf18ef52
49ebdfc7-c21f-48dc-a44d-8a7440b03ef2,4/20/2023,failed,credit card,0e11c057-8f78-4ea9-91bd-76536f8a58f3
812f2a7b-1384-48dd-a378-f3c9436aee57,7/29/2023,failed,credit card,2ef7e757-9925-4b6d-b471-d6e121a6f077
1659fc8b-3924-4660-9b82-d08a2ecf44a2,5/27/2023,in progress,credit card,84435fa6-e67a-44a7-81cc-9f12ce4a29f6
52c1c8fd-1558-4ff0-a7aa-8065444c5d41,6/27/2023,pending,credit card,dd659162-85b3-4925-9f4f-1e8f6a3a8df4
140f9807-19c8-402a-99d1-37ffba560e05,7/1/2023,pending,Apple Pay,0c8c167f-5956-4a77-a7f9-0406c5218f48
911419b4-1c5f-4dc2-a46a-c41b31032509,8/9/2023,pending,PayPal,ddf64227-d009-435c-849f-12e363febbe3
97474d47-ea93-463d-9d64-9ae17c694868,10/27/2023,failed,debit card,b45ba3c5-f2de-422c-afdf-b37a2e441e5c
f8a9ed94-1b57-4c79-b054-029ae778544f,11/28/2023,cancelled,credit card,05852ff8-b289-4d83-b882-8c995c24ac1b
7b418a55-ba1a-47cc-96b4-4a11804a9d05,7/30/2023,in progress,Apple Pay,23b87ff6-00d9-4af9-a6c3-c87e93eb7663
279171eb-5075-418d-89eb-fff92be328f5,10/14/2023,pending,credit card,990563bd-0a01-42f2-8a59-e8c2e3e91e99
b1b49ec6-52f8-4a86-b387-2d01506435dc,12/20/2023,in progress,credit card,ea13555d-5aea-4ef4-b4ce-e1c821c0c19b
6803c92c-6f5e-49bc-b13d-f4e5a11904f9,7/28/2023,completed,Apple Pay,1152331a-792a-445b-9238-98059bff5e83
52a719f8-cbbc-42f0-8273-f7afbb7ec704,11/21/2023,completed,debit card,b7f3227f-29af-491f-9dcd-d1bc54b4d253
3a8ceff2-8152-41ba-aaec-6c5dcea0a5ca,10/4/2023,in progress,Venmo,7523101d-a020-4729-a593-133abfba6030
0aa45f36-f62e-4c9f-ad92-9649a2c5b334,8/25/2023,completed,Google Pay,d8f4f8af-11f1-4654-b3b0-b45e773d6b2a
6b5464cf-2633-4549-84be-b652a7c63f19,6/19/2023,cancelled,Apple Pay,7d6f13eb-63e0-439e-9b99-8362a81ad115
334eb77d-7f4e-4bd0-b06c-590826c30335,11/24/2023,cancelled,Google Pay,3a0ba63c-63c5-4570-be48-9402dce8b8aa
26ffe57c-1377-4edf-8327-ff00a98fc2b5,8/31/2023,cancelled,Apple Pay,299a62e9-2d75-4ae6-ba11-156f615df51a
c8c3baf4-1ce9-4b74-bd63-cb8dc995f7b4,11/28/2023,failed,Apple Pay,b8fa9a06-cab0-42f1-b9ac-387713d98c29
5b9b64b8-8e41-4d38-8dab-9c6b5c3dc1c7,9/15/2023,failed,credit card,e3b8f31a-fd1e-4f3b-9ca3-a1b064a2c2c3
0ccf3348-a6eb-4766-a895-a6a9a1f15efe,11/11/2023,in progress,debit card,7ced5df6-da67-446a-b955-dc55c6dcaafd
4f211d85-30f3-4ada-9240-dfc76a90a342,11/29/2023,cancelled,Venmo,3a136a48-34c3-4d34-99d5-087b3f8a3f12
464d5629-522b-45e3-929b-a6e03aabc8d8,6/16/2023,in progress,debit card,6b6e6077-6266-42e6-8236-9d026e0a180e
cf861893-3f78-4dc8-b62d-05b6f9b9cf64,7/29/2023,cancelled,Apple Pay,8102cb07-9c21-4e4f-bdb6-e92d6207e2da
acc51b7b-246c-4379-88a3-f2cf886ebec1,1/22/2024,pending,credit card,264eba37-9deb-4f19-a53b-5563a2754cf8
9f3e3d57-c29a-4ba8-83c5-d5fec4e58b7b,9/27/2023,pending,PayPal,e5f855e2-7cff-4833-a61e-d5dc23cf4752
6dd1f95e-bcce-4111-a928-b145ae226e53,2/11/2024,failed,Venmo,a0ce7030-7db8-412a-abca-58ed5be1c9eb
74d2b6a1-2f92-4092-9db9-4bd53e89ee75,8/30/2023,failed,Google Pay,f74c5c14-095b-4eae-959a-a278b85f7775
95d8f9a4-58fc-4d6f-8213-b7d485b80dd7,4/14/2023,in progress,credit card,f5068676-bffe-4dd7-aed4-499c1bdd4474
f705cd90-fa43-466a-8dec-50a589a5ffb4,9/5/2023,completed,credit card,9347ae9b-3c16-4bc2-929e-ff68338891fc
c2f7de33-1f67-42aa-b9f7-af1a418637ac,2/20/2024,pending,Google Pay,195e4a83-2949-4f42-ba5a-483ff84efadc
85375d3a-faef-42f2-ab3d-87b67bed15be,1/22/2024,cancelled,PayPal,c20bdc2b-5c4b-49d0-be26-1f67667c334c
933e1950-34ca-4bc1-b69f-55b443ed01f4,4/2/2023,failed,Venmo,63d27cc3-81a3-414d-9ab4-14f2c82e2bee
a5b4528e-e096-4424-82a9-792ed2920d6e,7/6/2023,in progress,Google Pay,f2fbb003-56bd-486d-ad41-4b39f6d8e58f
d034c971-fade-4a79-b42d-e133e92fff93,7/6/2023,completed,Venmo,5b05a975-0daa-4e6e-bc60-bcbb9c5651e4
9472c202-f752-41d6-be0b-7bf3845cf92e,12/2/2023,cancelled,credit card,120148b7-3269-4434-8b27-e3cee5486f13
e3154347-12f0-4c41-8724-3dc62447c4d1,6/3/2023,pending,Apple Pay,d5bb0be5-40c3-4416-9922-b4c93a93f465
a46c1341-f2ab-4bce-b1e1-2c9a51ecd9c7,8/17/2023,failed,debit card,4294e2c5-5b9a-4669-9116-c5c00d42f701
b13f173b-b0dd-4b57-a983-c5980d31fc82,1/28/2024,completed,Apple Pay,1202ece5-636d-4cf5-868b-07495ff5b516
d115f770-e7d0-4fe6-b955-5eab1d5bf527,1/20/2024,completed,credit card,06397d42-8f44-47ae-9414-c1ec827def1f
c8da2320-009f-4b9b-ae6c-aed5b6c93718,6/3/2023,cancelled,Apple Pay,5c1cb7ac-9e6d-40ce-ac74-a8abd9b8aec6
253b87e4-c55a-4aa9-ac00-8c74b33883bb,7/22/2023,pending,Venmo,805d58fd-fa84-47e2-a9f9-a65a7a8e95df
863d2ed8-d91c-4b57-bd62-606ffc526b15,5/16/2023,in progress,debit card,f065417d-c10c-4db0-8b6e-11bedd3f5ba4
09f1fbd9-c1cf-450a-a984-16bf73e881b3,10/27/2023,cancelled,Apple Pay,72ee959a-871d-4e42-8664-873bbd9a95e0
8683fea7-5591-41cd-918a-6d8a93b14a07,8/29/2023,in progress,Apple Pay,51d12302-cc87-4894-a2a6-762a194fcd2d
c9fb96cf-a04f-42cf-be4e-8e3d6db4c22a,12/9/2023,failed,PayPal,fe1900f8-cb25-46b6-9fdd-1e8c6a33fcd9
a16bcdd2-e1b0-47c5-87c9-b2147858e02a,9/11/2023,completed,debit card,340965fa-4637-4ed6-9c63-290efc4451dd
b681b7ae-6fe1-464e-98c9-62187dd6089e,10/16/2023,failed,Apple Pay,94df45ad-1d2a-4ce5-ab72-63f34e77b689
f9796aab-9935-4551-8314-2001e7523aa4,11/22/2023,completed,PayPal,cfa3799c-820f-40d7-ba72-dc97b193f887
4fd41629-af18-48f3-9443-7f3a24018a0a,10/31/2023,failed,debit card,6247d169-8b77-47c1-802c-5460e8f2ad39
